Date	Open	High	Low	Close 	Adj Close 	Volume
Dec 4, 2024	31.02	32.03	30.84	31.99	31.68	4,124,700
Dec 3, 2024	32.05	32.18	31.69	31.82	31.51	2,999,400
Dec 2, 2024	32.48	32.48	31.85	32.14	31.83	3,020,800
Nov 29, 2024	31.90	32.49	31.85	32.43	32.12	1,904,800
Nov 27, 2024	31.78	32.06	31.68	31.92	31.61	2,220,600
Nov 26, 2024	31.36	31.71	31.23	31.62	31.31	2,312,200
Nov 25, 2024	30.98	31.46	30.95	31.43	31.13	4,316,800
Nov 22, 2024	30.56	30.87	30.52	30.67	30.37	1,999,900
Nov 21, 2024	30.19	30.56	30.01	30.50	30.21	2,093,500
Nov 20, 2024	29.69	30.24	29.67	30.22	29.93	2,590,200
Nov 19, 2024	29.15	29.77	29.09	29.73	29.44	1,809,100
Nov 18, 2024	29.47	29.57	29.08	29.40	29.12	2,885,200
Nov 15, 2024	30.33	30.68	29.18	29.21	28.93	4,146,000
Nov 14, 2024	30.47	31.04	30.38	30.41	30.12	2,596,900
Nov 13, 2024	30.39	30.43	30.04	30.39	30.10	2,638,600
Nov 12, 2024	30.62	30.90	30.37	30.39	30.10	1,898,500
Nov 11, 2024	30.37	30.72	30.27	30.36	30.07	1,901,500
Nov 8, 2024	30.21	30.43	29.98	30.32	30.03	2,147,100
Nov 7, 2024	30.68	30.88	30.22	30.27	29.98	2,487,400
Nov 6, 2024	31.18	31.49	30.63	30.72	30.42	2,872,400
Nov 5, 2024	30.75	31.12	30.43	31.10	30.80	1,781,100
Nov 4, 2024	30.97	31.08	30.61	30.74	30.44	1,983,300
Nov 1, 2024	30.67	30.97	30.53	30.92	30.62	1,897,300
Oct 31, 2024	30.60	30.80	30.41	30.55	30.26	3,654,900
Oct 30, 2024	30.67	30.89	30.58	30.62	30.32	1,941,900
Oct 29, 2024	30.87	31.06	30.62	30.69	30.39	2,414,100
Oct 28, 2024	31.13	31.34	30.87	30.94	30.64	1,612,200
Oct 25, 2024	31.20	31.44	31.04	31.06	30.76	1,173,800
Oct 24, 2024	31.27	31.47	31.08	31.09	30.79	1,383,700
Oct 23, 2024	30.97	31.27	30.88	31.19	30.89	1,311,100
Oct 22, 2024	31.31	31.31	30.91	31.09	30.79	1,409,900
Oct 21, 2024	31.72	31.88	31.25	31.32	31.02	1,880,400
Oct 18, 2024	31.64	32.21	31.33	32.19	31.88	2,855,600
Oct 17, 2024	31.20	31.62	31.13	31.56	31.26	1,934,900
Oct 16, 2024	31.12	31.35	31.04	31.23	30.93	2,239,400
Oct 15, 2024	0.28 Dividend
Oct 15, 2024	31.07	31.50	30.97	31.14	30.84	2,068,200
Oct 14, 2024	31.14	31.25	30.91	31.23	30.65	1,571,500
Oct 11, 2024	31.18	31.26	30.94	31.08	30.50	1,814,300
Oct 10, 2024	31.11	31.33	30.88	30.99	30.41	1,702,300
Oct 9, 2024	31.14	31.19	30.88	30.98	30.40	1,914,900
Oct 8, 2024	31.20	31.26	30.77	31.07	30.49	1,869,300
Oct 7, 2024	31.35	31.35	31.11	31.26	30.68	1,620,800
Oct 4, 2024	31.04	31.43	31.00	31.35	30.77	1,816,800
Oct 3, 2024	31.40	31.40	30.88	31.11	30.53	2,163,600
Oct 2, 2024	31.52	31.72	31.38	31.54	30.95	1,906,800
Oct 1, 2024	31.62	31.80	31.34	31.66	31.07	2,161,500
Sep 30, 2024	31.97	31.97	31.59	31.70	31.11	1,978,800
Sep 27, 2024	31.75	32.11	31.68	31.72	31.13	1,653,200
Sep 26, 2024	31.00	31.61	31.00	31.57	30.98	3,654,600
Sep 25, 2024	31.31	31.35	30.93	31.11	30.53	3,227,600
Sep 24, 2024	31.57	31.62	31.11	31.17	30.59	1,919,000
Sep 23, 2024	31.69	31.85	31.43	31.48	30.89	2,028,100
Sep 20, 2024	32.12	32.20	31.63	31.77	31.18	6,532,300
Sep 19, 2024	32.42	32.52	31.89	32.13	31.53	1,817,000
Sep 18, 2024	32.39	32.83	32.28	32.40	31.80	1,699,400
Sep 17, 2024	32.27	32.70	32.27	32.37	31.77	1,759,400
Sep 16, 2024	32.35	32.61	32.26	32.53	31.92	1,711,600
Sep 13, 2024	31.67	32.12	31.62	32.08	31.48	1,703,200
Sep 12, 2024	31.21	31.65	31.07	31.62	31.03	2,398,900
Sep 11, 2024	32.05	32.22	31.23	31.34	30.76	1,760,200
Sep 10, 2024	32.46	32.54	32.14	32.22	31.62	2,123,500
Sep 9, 2024	32.57	32.65	32.24	32.40	31.80	2,533,500
Sep 6, 2024	32.06	32.76	32.00	32.57	31.96	2,687,700
Sep 5, 2024	31.36	32.25	31.08	32.11	31.51	4,269,600
Sep 4, 2024	29.85	31.09	29.21	31.01	30.43	5,813,500
Sep 3, 2024	32.55	33.16	32.28	33.14	32.52	3,205,800
Aug 30, 2024	32.21	32.57	32.13	32.55	31.94	3,679,900
Aug 29, 2024	32.59	32.71	32.08	32.19	31.59	1,800,400
Aug 28, 2024	32.21	32.55	32.10	32.39	31.79	2,171,900
Aug 27, 2024	32.38	32.40	32.03	32.21	31.61	1,712,500
Aug 26, 2024	32.00	32.42	31.90	32.36	31.76	1,833,000
Aug 23, 2024	32.21	32.43	31.81	31.88	31.29	2,325,700
Aug 22, 2024	32.50	32.50	31.80	31.95	31.35	1,652,700
Aug 21, 2024	32.50	32.68	32.28	32.44	31.84	1,525,400
Aug 20, 2024	32.59	32.59	32.16	32.33	31.73	1,625,000
Aug 19, 2024	32.35	32.71	32.26	32.68	32.07	1,426,400
Aug 16, 2024	31.95	32.40	31.85	32.36	31.76	2,223,500
Aug 15, 2024	32.34	32.49	31.93	32.02	31.42	2,402,500
Aug 14, 2024	32.14	32.53	32.07	32.26	31.66	1,829,800
Aug 13, 2024	32.40	32.46	31.50	31.80	31.21	2,754,400
Aug 12, 2024	31.98	32.09	31.20	31.25	30.67	1,531,400
Aug 9, 2024	31.93	32.10	31.59	32.03	31.43	1,350,100
Aug 8, 2024	31.80	32.24	31.68	31.97	31.37	1,461,700
Aug 7, 2024	31.80	32.28	31.62	31.97	31.37	1,909,100
Aug 6, 2024	32.15	32.42	31.77	31.80	31.21	2,805,000
Aug 5, 2024	32.78	33.14	31.90	32.10	31.50	2,918,300
Aug 2, 2024	32.75	32.98	32.08	32.87	32.26	1,633,800
Aug 1, 2024	32.20	32.56	32.05	32.46	31.86	1,630,800
Jul 31, 2024	32.02	32.26	31.89	32.11	31.51	4,401,200
Jul 30, 2024	31.74	32.11	31.58	32.02	31.42	2,076,500
Jul 29, 2024	31.93	32.09	31.74	31.90	31.31	2,012,400
Jul 26, 2024	31.85	32.10	31.77	32.01	31.41	1,632,000
Jul 25, 2024	31.68	32.37	31.60	31.84	31.25	2,360,900
Jul 24, 2024	31.09	31.58	31.09	31.51	30.92	1,845,100
Jul 23, 2024	31.40	31.54	31.08	31.18	30.60	1,619,600
Jul 22, 2024	31.78	31.84	31.11	31.34	30.76	1,759,600
Jul 19, 2024	32.34	32.44	31.63	31.79	31.20	2,235,500
Jul 18, 2024	31.89	32.65	31.89	32.23	31.63	1,824,100
Jul 17, 2024	31.49	32.30	31.40	32.16	31.56	2,918,400
Jul 16, 2024	30.67	31.41	30.60	31.36	30.78	2,099,700
Jul 15, 2024	0.28 Dividend
Jul 15, 2024	30.79	30.91	30.53	30.55	29.98	1,789,800
Jul 12, 2024	31.07	31.27	30.77	30.97	30.12	2,506,400
Jul 11, 2024	30.47	31.05	30.42	30.87	30.02	2,581,000
Jul 10, 2024	30.24	30.46	30.12	30.41	29.57	1,967,300
Jul 9, 2024	30.12	30.24	30.01	30.04	29.21	2,522,600
Jul 8, 2024	30.36	30.38	29.98	30.15	29.32	1,820,700
Jul 5, 2024	30.23	30.31	30.06	30.29	29.45	1,649,100
Jul 3, 2024	30.60	30.64	30.16	30.24	29.41	727,000
Jul 2, 2024	30.49	30.66	30.35	30.55	29.71	1,786,600
Jul 1, 2024	30.59	30.74	30.39	30.43	29.59	2,159,500
Jun 28, 2024	30.18	30.51	30.08	30.49	29.65	3,256,900
Jun 27, 2024	30.26	30.32	30.01	30.22	29.39	1,716,700
Jun 26, 2024	30.26	30.37	30.13	30.22	29.39	1,892,100
Jun 25, 2024	30.89	31.03	30.36	30.37	29.53	2,351,100
Jun 24, 2024	30.64	31.11	30.61	30.96	30.11	2,435,800
Jun 21, 2024	30.62	30.84	30.40	30.64	29.79	3,818,900
Jun 20, 2024	30.33	30.72	30.26	30.48	29.64	1,888,400
Jun 18, 2024	30.77	30.90	30.32	30.37	29.53	2,291,200
Jun 17, 2024	30.37	30.83	30.27	30.74	29.89	1,929,100
Jun 14, 2024	30.65	30.74	30.35	30.48	29.64	2,177,000
Jun 13, 2024	30.50	30.76	30.25	30.65	29.80	2,240,400
Jun 12, 2024	30.81	30.82	30.41	30.50	29.66	2,068,700
Jun 11, 2024	30.44	30.67	30.35	30.65	29.80	1,772,000
Jun 10, 2024	30.58	30.64	30.14	30.58	29.74	2,419,100
Jun 7, 2024	30.66	31.10	30.52	30.64	29.79	1,877,200
Jun 6, 2024	30.66	31.05	30.48	30.88	30.03	2,016,400
Jun 5, 2024	30.65	30.74	30.41	30.60	29.76	3,118,600
Jun 4, 2024	30.78	31.09	30.72	30.74	29.89	2,372,700
Jun 3, 2024	31.04	31.40	30.57	30.91	30.06	3,096,800
May 31, 2024	30.71	31.34	30.65	30.98	30.13	9,146,800
May 30, 2024	33.68	33.84	30.51	30.79	29.94	9,432,300
May 29, 2024	34.44	34.55	34.02	34.10	33.16	3,770,900
May 28, 2024	34.99	35.00	34.33	34.70	33.74	2,640,800
May 24, 2024	34.88	35.24	34.80	35.11	34.14	2,474,900
May 23, 2024	35.25	35.33	34.70	34.75	33.79	2,290,800
May 22, 2024	35.96	36.06	35.35	35.47	34.49	2,329,200
May 21, 2024	36.77	36.80	36.18	36.43	35.42	2,338,000
May 20, 2024	36.30	36.86	36.11	36.77	35.76	3,195,500
May 17, 2024	36.09	36.33	35.89	36.31	35.31	2,887,600
May 16, 2024	35.72	36.28	35.62	36.09	35.09	2,217,400
May 15, 2024	35.83	35.94	35.47	35.60	34.62	1,704,600
May 14, 2024	35.65	35.98	35.56	35.78	34.79	1,674,000
May 13, 2024	35.63	36.15	35.49	35.55	34.57	1,671,900
May 10, 2024	35.39	35.71	35.30	35.63	34.65	1,093,900
May 9, 2024	35.23	35.42	34.86	35.39	34.41	1,044,600
May 8, 2024	35.30	35.35	35.02	35.12	34.15	1,200,000
May 7, 2024	34.99	35.35	34.85	35.31	34.34	1,575,200
May 6, 2024	35.31	35.33	34.59	34.80	33.84	2,212,200
May 3, 2024	35.50	35.50	34.82	35.17	34.20	1,627,900
May 2, 2024	35.36	35.51	35.10	35.42	34.44	1,668,900
May 1, 2024	35.34	35.54	35.05	35.25	34.28	1,774,900
Apr 30, 2024	35.38	35.69	35.11	35.56	34.58	4,486,400
Apr 29, 2024	35.40	35.58	35.30	35.42	34.44	1,470,100
Apr 26, 2024	35.17	35.60	35.10	35.32	34.35	2,088,200
Apr 25, 2024	35.67	35.87	35.20	35.27	34.30	1,816,400
Apr 24, 2024	34.80	35.68	34.61	35.60	34.62	2,209,000
Apr 23, 2024	35.24	35.36	35.07	35.14	34.17	1,595,900
Apr 22, 2024	34.90	35.30	34.54	35.14	34.17	2,024,100
Apr 19, 2024	34.48	34.79	34.37	34.74	33.78	2,358,700
Apr 18, 2024	34.25	34.40	34.03	34.38	33.43	2,064,600
Apr 17, 2024	33.95	34.23	33.76	34.04	33.10	2,193,600
Apr 16, 2024	34.06	34.12	33.79	33.81	32.88	2,266,300
Apr 15, 2024	34.04	34.30	33.78	33.91	32.97	2,459,200
Apr 12, 2024	0.28 Dividend
Apr 12, 2024	34.63	34.63	33.73	33.93	32.99	3,025,800
Apr 11, 2024	34.99	35.10	34.62	34.95	33.71	2,286,100
Apr 10, 2024	35.03	35.31	34.60	34.77	33.54	2,395,200
Apr 9, 2024	35.17	35.47	35.05	35.31	34.06	2,614,400
Apr 8, 2024	34.69	35.21	34.61	35.11	33.86	2,537,400
Apr 5, 2024	35.05	35.13	34.52	34.70	33.47	1,948,600
Apr 4, 2024	34.93	35.26	34.57	35.17	33.92	2,576,900
Apr 3, 2024	35.13	35.17	34.55	34.73	33.50	3,263,800
Apr 2, 2024	35.07	35.51	34.94	35.24	33.99	4,290,700
Apr 1, 2024	34.95	35.13	34.72	34.98	33.74	3,229,200
Mar 28, 2024	34.95	35.12	34.77	34.89	33.65	2,274,700
Mar 27, 2024	34.49	34.86	34.49	34.85	33.61	3,725,000
Mar 26, 2024	34.37	34.62	34.28	34.35	33.13	2,733,000
Mar 25, 2024	34.44	34.50	34.14	34.22	33.01	1,622,900
Mar 22, 2024	34.40	34.45	34.13	34.38	33.16	1,585,400
Mar 21, 2024	34.48	34.66	34.25	34.26	33.04	2,073,300
Mar 20, 2024	34.61	34.70	34.29	34.50	33.28	2,233,800
Mar 19, 2024	34.35	34.55	34.16	34.48	33.26	2,195,000
Mar 18, 2024	34.00	34.85	33.95	34.35	33.13	3,799,000
Mar 15, 2024	33.53	34.17	33.41	34.14	32.93	5,402,700
Mar 14, 2024	34.29	34.46	33.58	33.72	32.52	3,273,200
Mar 13, 2024	34.26	34.54	34.12	34.48	33.26	2,769,600
Mar 12, 2024	34.10	34.28	33.97	34.16	32.95	2,115,600
Mar 11, 2024	34.01	34.58	33.96	34.19	32.98	2,610,900
Mar 8, 2024	33.94	34.25	33.79	34.11	32.90	2,765,200
Mar 7, 2024	34.27	34.27	33.77	33.97	32.77	2,566,400
Mar 6, 2024	34.10	34.29	33.96	34.19	32.98	2,512,000
Mar 5, 2024	33.86	34.55	33.81	34.02	32.81	3,373,900
Mar 4, 2024	33.32	33.83	33.24	33.77	32.57	3,110,500
Mar 1, 2024	35.32	35.35	33.20	33.37	32.19	6,864,000
Feb 29, 2024	34.76	36.00	34.00	35.32	34.07	14,658,900
Feb 28, 2024	31.04	31.12	30.58	30.83	29.74	4,769,600
Feb 27, 2024	30.55	31.04	30.48	30.90	29.80	3,677,000
Feb 26, 2024	30.52	30.71	30.26	30.45	29.37	2,845,300
Feb 23, 2024	30.22	30.75	30.13	30.51	29.43	4,050,700
Feb 22, 2024	29.36	30.35	29.18	30.28	29.21	3,779,800
Feb 21, 2024	29.57	29.76	29.37	29.74	28.69	3,797,700
Feb 20, 2024	29.09	29.71	29.00	29.44	28.40	2,673,800
Feb 16, 2024	29.01	29.17	28.77	28.99	27.96	5,655,100
Feb 15, 2024	28.94	29.22	28.85	29.11	28.08	2,380,300
Feb 14, 2024	28.76	28.83	28.51	28.80	27.78	2,690,400
Feb 13, 2024	29.56	29.80	28.64	28.72	27.70	4,173,700
Feb 12, 2024	29.03	29.62	28.93	29.60	28.55	2,900,500
Feb 9, 2024	29.40	29.40	28.97	29.06	28.03	3,791,900
Feb 8, 2024	29.60	29.78	29.34	29.47	28.42	3,589,100
Feb 7, 2024	30.21	30.25	29.57	29.73	28.68	3,104,500
Feb 6, 2024	29.75	30.35	29.73	30.09	29.02	2,875,700
Feb 5, 2024	30.48	30.48	29.76	29.80	28.74	3,511,000
Feb 2, 2024	30.85	30.94	30.35	30.60	29.51	3,126,100
Feb 1, 2024	30.26	30.91	29.91	30.86	29.77	3,024,200
Jan 31, 2024	30.75	30.96	30.36	30.37	29.29	5,709,100
Jan 30, 2024	30.57	30.77	30.35	30.68	
